구분,코드,이름
상품구분(해외통관),AOAAAM00,"생활용품 > 주방용품 > 보온/보냉용품"
상품구분(해외통관),AOAAAN00,"생활용품 > 주방용품 > 식기건조대"
상품구분(해외통관),AOAAAO00,"생활용품 > 주방용품 > 칼"
상품구분(해외통관),AOAAAP00,"생활용품 > 주방용품 > 제과제빵용품"
상품구분(해외통관),AOAAAQ00,"생활용품 > 주방용품 > 제수용품"
상품구분(해외통관),AOAAAR00,"생활용품 > 주방용품 > 와인용품"
상품구분(해외통관),AOAAAS00,"생활용품 > 주방용품 > 커피용품"
상품구분(해외통관),AOAAAT00,"생활용품 > 주방용품 > 조리기구"
상품구분(해외통관),AOAAAU00,"생활용품 > 주방용품 > 스토퍼(타이머)"
상품구분(해외통관),AOAAAV00,"생활용품 > 주방용품 > 위생랩"
상품구분(해외통관),AOAAAW00,"생활용품 > 주방용품 > 지퍼백"
상품구분(해외통관),AOAAAX00,"생활용품 > 주방용품 > 호일"
상품구분(해외통관),AOAAAY00,"생활용품 > 주방용품 > 비닐봉투/비닐팩"
상품구분(해외통관),AOAAAZ00,"생활용품 > 주방용품 > 쓰레기봉투"
상품구분(해외통관),AOAABA00,"생활용품 > 주방용품 > 수세미/스펀지"
상품구분(해외통관),AOAABB00,"생활용품 > 주방용품 > 위생장갑"
상품구분(해외통관),AOAABC00,"생활용품 > 주방용품 > 행주"
상품구분(해외통관),AOAABD00,"생활용품 > 주방용품 > 기타용품"
상품구분(해외통관),AOABAA00,"생활용품 > 욕실용품 > 헤어용품"
상품구분(해외통관),AOABAB00,"생활용품 > 욕실용품 > 바디용품"
상품구분(해외통관),AOABAC00,"생활용품 > 욕실용품 > 청결제"
상품구분(해외통관),AOABAD00,"생활용품 > 욕실용품 > 면도용품"
상품구분(해외통관),AOABAE00,"생활용품 > 욕실용품 > 슬리퍼"
상품구분(해외통관),AOABAF00,"생활용품 > 욕실용품 > 미끄럼방지"
상품구분(해외통관),AOABAG00,"생활용품 > 욕실용품 > 세면대"
상품구분(해외통관),AOABAH00,"생활용품 > 욕실용품 > 욕조"
상품구분(해외통관),AOABAI00,"생활용품 > 욕실용품 > 변기"
상품구분(해외통관),AOABAJ00,"생활용품 > 욕실용품 > 변기 커버"
상품구분(해외통관),AOABAK00,"생활용품 > 욕실용품 > 비데"
상품구분(해외통관),AOABAL00,"생활용품 > 욕실용품 > 찬장"
상품구분(해외통관),AOABAM00,"생활용품 > 욕실용품 > 대야"
상품구분(해외통관),AOABAN00,"생활용품 > 욕실용품 > 기타용품"
상품구분(해외통관),AOABAO00,"생활용품 > 욕실용품 > 칫솔"
상품구분(해외통관),AOABAP00,"생활용품 > 욕실용품 > 치실"
상품구분(해외통관),AOABAQ00,"생활용품 > 욕실용품 > 혀클리너"
상품구분(해외통관),AOABAR00,"생활용품 > 욕실용품 > 수건"
상품구분(해외통관),AOABAS00,"생활용품 > 욕실용품 > 비누"
상품구분(해외통관),AOABAT00,"생활용품 > 욕실용품 > 세면용품세트"
상품구분(해외통관),AOABAU00,"생활용품 > 욕실용품 > 기타세면용품"
상품구분(해외통관),AOACAA00,"생활용품 > 일회용품 > 휴지"
상품구분(해외통관),AOACAB00,"생활용품 > 일회용품 > 티슈"
상품구분(해외통관),AOACAC00,"생활용품 > 일회용품 > 물티슈"
상품구분(해외통관),AOACAD00,"생활용품 > 일회용품 > 기능성티슈"
상품구분(해외통관),AOACAE00,"생활용품 > 일회용품 > 생리대"
상품구분(해외통관),AOACAF00,"생활용품 > 일회용품 > 팬티라이너"
상품구분(해외통관),AOACAG00,"생활용품 > 일회용품 > 기저귀"
상품구분(해외통관),AOACAH00,"생활용품 > 일회용품 > 일회용식기"
상품구분(해외통관),AOACAI00,"생활용품 > 일회용품 > 일회용수저"
상품구분(해외통관),AOACAJ00,"생활용품 > 일회용품 > 나무젓가락"
상품구분(해외통관),AOACAK00,"생활용품 > 일회용품 > 빨대"
상품구분(해외통관),AOACAL00,"생활용품 > 일회용품 > 이쑤시개"
상품구분(해외통관),AOACAM00,"생활용품 > 일회용품 > 종이컵"
상품구분(해외통관),AOACAN00,"생활용품 > 일회용품 > 종이컵홀더"
상품구분(해외통관),AOACAO00,"생활용품 > 일회용품 > 부탄가스"
상품구분(해외통관),AOACAP00,"생활용품 > 일회용품 > 기타용품"
상품구분(해외통관),AOADAA00,"생활용품 > 청소/빨래용품 > 세제"
상품구분(해외통관),AOADAB00,"생활용품 > 청소/빨래용품 > 섬유유연제"
상품구분(해외통관),AOADAC00,"생활용품 > 청소/빨래용품 > 비누"
상품구분(해외통관),AOADAD00,"생활용품 > 청소/빨래용품 > 고무장갑"
상품구분(해외통관),AOADAE00,"생활용품 > 청소/빨래용품 > 빨래판"
상품구분(해외통관),AOADAF00,"생활용품 > 청소/빨래용품 > 방향제"
상품구분(해외통관),AOADAG00,"생활용품 > 청소/빨래용품 > 제습제"
상품구분(해외통관),AOADAH00,"생활용품 > 청소/빨래용품 > 탈취제"
상품구분(해외통관),AOADAI00,"생활용품 > 청소/빨래용품 > 세정제"
상품구분(해외통관),AOADAJ00,"생활용품 > 청소/빨래용품 > 다리미판"
상품구분(해외통관),AOADAK00,"생활용품 > 청소/빨래용품 > 솔/브러쉬"
상품구분(해외통관),AOADAL00,"생활용품 > 청소/빨래용품 > 기타용품"
상품구분(해외통관),AOAEAA00,"생활용품 > 기타 생활잡화 > 정리함"
상품구분(해외통관),AOAEAB00,"생활용품 > 기타 생활잡화 > 도어락"
상품구분(해외통관),AOAEAC00,"생활용품 > 기타 생활잡화 > 방한용품"
상품구분(해외통관),AOAEAD00,"생활용품 > 기타 생활잡화 > 방충용품"
상품구분(해외통관),AOAEAE00,"생활용품 > 기타 생활잡화 > 매트/돗자리"
상품구분(해외통관),AOAEAF00,"생활용품 > 기타 생활잡화 > 우산/양산"
상품구분(해외통관),AOAEAG00,"생활용품 > 기타 생활잡화 > 실내화"
상품구분(해외통관),AOAEAH00,"생활용품 > 기타 생활잡화 > 옷걸이"
상품구분(해외통관),AOAEAI00,"생활용품 > 기타 생활잡화 > 쓰레기통"
상품구분(해외통관),AOAEAJ00,"생활용품 > 기타 생활잡화 > 반짇고리"
상품구분(해외통관),AOAEAN00,"생활용품 > 기타 생활잡화 > 손거울"
상품구분(해외통관),AOAEAK00,"생활용품 > 기타 생활잡화 > 방수팩"
상품구분(해외통관),AOAEAL00,"생활용품 > 기타 생활잡화 > 제설제"
상품구분(해외통관),AOAEAM00,"생활용품 > 기타 생활잡화 > 기타용품"
상품구분(해외통관),APAAAA00,"식품 > 가공전 > 육류"
상품구분(해외통관),APAAAB00,"식품 > 가공전 > 채소류"
상품구분(해외통관),APAAAC00,"식품 > 가공전 > 곡물류"
상품구분(해외통관),APAAAD00,"식품 > 가공전 > 해산물"
상품구분(해외통관),APAAAE00,"식품 > 가공전 > 견과류"
상품구분(해외통관),APAAAF00,"식품 > 가공전 > 해초류"
상품구분(해외통관),APAAAG00,"식품 > 가공전 > 기타식품"
상품구분(해외통관),APABAA00,"식품 > 음료 > 물"
상품구분(해외통관),APABAB00,"식품 > 음료 > 차"
상품구분(해외통관),APABAC00,"식품 > 음료 > 주스"
상품구분(해외통관),APABAD00,"식품 > 음료 > 탄산음료"
상품구분(해외통관),APABAE00,"식품 > 음료 > 커피"
상품구분(해외통관),APABAF00,"식품 > 음료 > 주류"
상품구분(해외통관),APABAG00,"식품 > 음료 > 코코아"
상품구분(해외통관),APABAH00,"식품 > 음료 > 빙수"
상품구분(해외통관),APABAI00,"식품 > 음료 > 우유"
상품구분(해외통관),APABAJ00,"식품 > 음료 > 유제품"
상품구분(해외통관),APABAK00,"식품 > 음료 > 두유"
상품구분(해외통관),APABAL00,"식품 > 음료 > 기타음료"
상품구분(해외통관),APABAM00,"식품 > 음료 > 기타식품"
상품구분(해외통관),APACAA00,"식품 > 조리식품 > 국"
상품구분(해외통관),APACAB00,"식품 > 조리식품 > 김치"
상품구분(해외통관),APACAC00,"식품 > 조리식품 > 젓갈"
상품구분(해외통관),APACAD00,"식품 > 조리식품 > 반찬류"
상품구분(해외통관),APACAE00,"식품 > 조리식품 > 발효식품"
상품구분(해외통관),APACAF00,"식품 > 조리식품 > 이유식"
상품구분(해외통관),APACAG00,"식품 > 조리식품 > 떡/한과"
상품구분(해외통관),APACAH00,"식품 > 조리식품 > 빵"
상품구분(해외통관),APACAI00,"식품 > 조리식품 > 기타식품"
상품구분(해외통관),APADAA00,"식품 > 가공식품 > 소시지"
상품구분(해외통관),APADAB00,"식품 > 가공식품 > 건식품"
상품구분(해외통관),APADAC00,"식품 > 가공식품 > 냉동식품"
상품구분(해외통관),APADAD00,"식품 > 가공식품 > 간편조리식품"
상품구분(해외통관),APADAE00,"식품 > 가공식품 > 통조림"
상품구분(해외통관),APADAF00,"식품 > 가공식품 > 과자"
상품구분(해외통관),APADAG00,"식품 > 가공식품 > 초콜릿/사탕/껌"
상품구분(해외통관),APADAH00,"식품 > 가공식품 > 기타식품"
상품구분(해외통관),APAEAA00,"식품 > 양념/조미료 > 소금"
상품구분(해외통관),APAEAB00,"식품 > 양념/조미료 > 설탕"
상품구분(해외통관),APAEAC00,"식품 > 양념/조미료 > 기름"
상품구분(해외통관),APAEAD00,"식품 > 양념/조미료 > 식초"
상품구분(해외통관),APAEAE00,"식품 > 양념/조미료 > 된장"
상품구분(해외통관),APAEAF00,"식품 > 양념/조미료 > 간장"
상품구분(해외통관),APAEAG00,"식품 > 양념/조미료 > 고추장"
상품구분(해외통관),APAEAH00,"식품 > 양념/조미료 > 드레싱"
상품구분(해외통관),APAEAI00,"식품 > 양념/조미료 > 기타식품"
상품구분(해외통관),APAFAA00,"식품 > 기타식품 > 이유식"
상품구분(해외통관),APAFAB00,"식품 > 기타식품 > 분유"
상품구분(해외통관),APAFAC00,"식품 > 기타식품 > 식재료"
상품구분(해외통관),APAFAD00,"식품 > 기타식품 > 기타식품"
상품구분(해외통관),AQAAAA00,"자동차 > 자동차 > 자동차"
상품구분(해외통관),AQAAAB00,"자동차 > 자동차 > 오토바이"
상품구분(해외통관),AQAAAC00,"자동차 > 자동차 > 기타 자동차"
상품구분(해외통관),AQABAA00,"자동차 > 자동차용품 > 내비게이션"
상품구분(해외통관),AQABAB00,"자동차 > 자동차용품 > 내비게이션용품"
상품구분(해외통관),AQABAC00,"자동차 > 자동차용품 > 하이패스"
상품구분(해외통관),AQABAD00,"자동차 > 자동차용품 > 하이패스용품"
상품구분(해외통관),AQABAE00,"자동차 > 자동차용품 > 블랙박스"
상품구분(해외통관),AQABAF00,"자동차 > 자동차용품 > 블랙박스용품"
상품구분(해외통관),AQABAG00,"자동차 > 자동차용품 > 세차용품"
상품구분(해외통관),AQABAH00,"자동차 > 자동차용품 > 유리발수코팅제"
상품구분(해외통관),AQABAI00,"자동차 > 자동차용품 > 김서림방지제"
상품구분(해외통관),AQABAJ00,"자동차 > 자동차용품 > 선팅필름/용품"
상품구분(해외통관),AQABAK00,"자동차 > 자동차용품 > 워셔액"
상품구분(해외통관),AQABAL00,"자동차 > 자동차용품 > 엔진오일"
상품구분(해외통관),AQABAM00,"자동차 > 자동차용품 > 냉각수"
상품구분(해외통관),AQABAN00,"자동차 > 자동차용품 > 부동액"
상품구분(해외통관),AQABAO00,"자동차 > 자동차용품 > 타이어"
상품구분(해외통관),AQABAP00,"자동차 > 자동차용품 > 자동차 부품"
상품구분(해외통관),AQABAQ00,"자동차 > 자동차용품 > 파워핸들"
상품구분(해외통관),AQABAR00,"자동차 > 자동차용품 > 와이퍼"
상품구분(해외통관),AQABAS00,"자동차 > 자동차용품 > 안테나"
상품구분(해외통관),AQABAT00,"자동차 > 자동차용품 > 룸미러/백미러"
상품구분(해외통관),AQABAU00,"자동차 > 자동차용품 > 헬멧/보호대"
상품구분(해외통관),AQABAV00,"자동차 > 자동차용품 > 충전기/거치대"
상품구분(해외통관),AQABAW00,"자동차 > 자동차용품 > 차량용 캐리어"
상품구분(해외통관),AQABAX00,"자동차 > 자동차용품 > 전화번호 안내판"
상품구분(해외통관),AQABAY00,"자동차 > 자동차용품 > 차량용 스티커"
상품구분(해외통관),AQABAZ00,"자동차 > 자동차용품 > 카매트"
상품구분(해외통관),AQABBA00,"자동차 > 자동차용품 > 핸들/기어커버"
상품구분(해외통관),AQABBB00,"자동차 > 자동차용품 > 매트/시트"
상품구분(해외통관),AQABBC00,"자동차 > 자동차용품 > 트렁크정리함"
상품구분(해외통관),AQABBD00,"자동차 > 자동차용품 > 광택용품"
상품구분(해외통관),AQABBE00,"자동차 > 자동차용품 > 기타용품"
상품구분(해외통관),ARAAAA00,"문구/완구/취미 > 사무용품 > 사무용품"
상품구분(해외통관),ARAAAB00,"문구/완구/취미 > 사무용품 > 소품"
상품구분(해외통관),ARAAAC00,"문구/완구/취미 > 사무용품 > 인쇄용지"
상품구분(해외통관),ARAAAD00,"문구/완구/취미 > 사무용품 > 화방용품"
상품구분(해외통관),ARAAAE00,"문구/완구/취미 > 사무용품 > 박스/포장재"
상품구분(해외통관),ARAAAF00,"문구/완구/취미 > 사무용품 > 보드"
상품구분(해외통관),ARAAAG00,"문구/완구/취미 > 사무용품 > 사무용기기"
상품구분(해외통관),ARAAAH00,"문구/완구/취미 > 사무용품 > 기타용품"
상품구분(해외통관),ARABAA00,"문구/완구/취미 > 문구용품 > 필기구"
상품구분(해외통관),ARABAB00,"문구/완구/취미 > 문구용품 > 필통"
상품구분(해외통관),ARABAC00,"문구/완구/취미 > 문구용품 > 노트"
상품구분(해외통관),ARABAD00,"문구/완구/취미 > 문구용품 > 메모지/포스트잇"
상품구분(해외통관),ARABAE00,"문구/완구/취미 > 문구용품 > 편지/카드/봉투"
상품구분(해외통관),ARABAF00,"문구/완구/취미 > 문구용품 > 다이어리/캘린더"
상품구분(해외통관),ARABAG00,"문구/완구/취미 > 문구용품 > 자"
상품구분(해외통관),ARABAH00,"문구/완구/취미 > 문구용품 > 커터칼"
상품구분(해외통관),ARABAI00,"문구/완구/취미 > 문구용품 > 가위"
상품구분(해외통관),ARABAJ00,"문구/완구/취미 > 문구용품 > 접착제"
상품구분(해외통관),ARABAK00,"문구/완구/취미 > 문구용품 > 스테이플러"
상품구분(해외통관),ARABAL00,"문구/완구/취미 > 문구용품 > 펀치"
상품구분(해외통관),ARABAM00,"문구/완구/취미 > 문구용품 > 도장/스탬프"
상품구분(해외통관),ARABAN00,"문구/완구/취미 > 문구용품 > 인주"
상품구분(해외통관),ARABAO00,"문구/완구/취미 > 문구용품 > 명찰"
상품구분(해외통관),ARABAP00,"문구/완구/취미 > 문구용품 > 스티커"
상품구분(해외통관),ARABAQ00,"문구/완구/취미 > 문구용품 > 파일"
상품구분(해외통관),ARABAR00,"문구/완구/취미 > 문구용품 > 종이류"
상품구분(해외통관),ARABAS00,"문구/완구/취미 > 문구용품 > 앨범"
상품구분(해외통관),ARABAT00,"문구/완구/취미 > 문구용품 > 이벤트/파티용품"
상품구분(해외통관),ARABAU00,"문구/완구/취미 > 문구용품 > 학교준비물"
상품구분(해외통관),ARABAV00,"문구/완구/취미 > 문구용품 > 전통소품"
상품구분(해외통관),ARABAW00,"문구/완구/취미 > 문구용품 > 기타용품"
상품구분(해외통관),ARACAA00,"문구/완구/취미 > 취미 > 프라모델용품"
상품구분(해외통관),ARACAB00,"문구/완구/취미 > 취미 > 입체모형용품"
상품구분(해외통관),ARACAC00,"문구/완구/취미 > 취미 > 피규어"
상품구분(해외통관),ARACAD00,"문구/완구/취미 > 취미 > 도자기"
상품구분(해외통관),ARACAE00,"문구/완구/취미 > 취미 > 악기"
상품구분(해외통관),ARACAF00,"문구/완구/취미 > 취미 > 무선모형 RC"
상품구분(해외통관),ARACAG00,"문구/완구/취미 > 취미 > 보드게임"
상품구분(해외통관),ARACAH00,"문구/완구/취미 > 취미 > 퍼즐"
상품구분(해외통관),ARACAI00,"문구/완구/취미 > 취미 > 바둑"
상품구분(해외통관),ARACAJ00,"문구/완구/취미 > 취미 > 화폐/주화/용품"
상품구분(해외통관),ARACAK00,"문구/완구/취미 > 취미 > 블록"
상품구분(해외통관),ARACAL00,"문구/완구/취미 > 취미 > 어린이 장난감"
상품구분(해외통관),ARACAM00,"문구/완구/취미 > 취미 > 기타용품"
상품구분(해외통관),ARADAA00,"문구/완구/취미 > 애완동물/식물 > 애완동물용품"
상품구분(해외통관),ARADAB00,"문구/완구/취미 > 애완동물/식물 > 애완동물사료"
상품구분(해외통관),ARADAC00,"문구/완구/취미 > 애완동물/식물 > 기타용품"
상품구분(해외통관),ARADAD00,"문구/완구/취미 > 애완동물/식물 > 꽃"
상품구분(해외통관),ARADAE00,"문구/완구/취미 > 애완동물/식물 > 나무"
상품구분(해외통관),ARADAF00,"문구/완구/취미 > 애완동물/식물 > 모종"
상품구분(해외통관),ARADAG00,"문구/완구/취미 > 애완동물/식물 > 화분"
상품구분(해외통관),ARADAH00,"문구/완구/취미 > 애완동물/식물 > 씨앗"
상품구분(해외통관),ASAAAA00,"공구 > 산업용 공구 > 측정기/센서"
상품구분(해외통관),ASAAAB00,"공구 > 산업용 공구 > 배관/파이프"
상품구분(해외통관),ASAAAC00,"공구 > 산업용 공구 > 모터/펌프"
상품구분(해외통관),ASAAAD00,"공구 > 산업용 공구 > 밸브"
상품구분(해외통관),ASAAAE00,"공구 > 산업용 공구 > 발전기"
상품구분(해외통관),ASAAAF00,"공구 > 산업용 공구 > 자재"
상품구분(해외통관),ASAAAG00,"공구 > 산업용 공구 > 용접공구"
상품구분(해외통관),ASAAAH00,"공구 > 산업용 공구 > 인두"
상품구분(해외통관),ASAAAI00,"공구 > 산업용 공구 > 원예공구"
상품구분(해외통관),ASAAAJ00,"공구 > 산업용 공구 > 농기구"
상품구분(해외통관),ASAAAK00,"공구 > 산업용 공구 > 타카"
상품구분(해외통관),ASAAAL00,"공구 > 산업용 공구 > 타카핀"
상품구분(해외통관),ASAAAM00,"공구 > 산업용 공구 > 핸드카트"
상품구분(해외통관),ASAAAN00,"공구 > 산업용 공구 > 환풍기"
상품구분(해외통관),ASAAAO00,"공구 > 산업용 공구 > 전동공구"
상품구분(해외통관),ASAAAP00,"공구 > 산업용 공구 > 세척기"
상품구분(해외통관),ASAAAQ00,"공구 > 산업용 공구 > 열풍기"
상품구분(해외통관),ASAAAR00,"공구 > 산업용 공구 > 누전차단기"
상품구분(해외통관),ASAAAS00,"공구 > 산업용 공구 > 변압기"
상품구분(해외통관),ASAAAT00,"공구 > 산업용 공구 > 스위치"
상품구분(해외통관),ASAAAU00,"공구 > 산업용 공구 > 기타용품"
상품구분(해외통관),ASABAA00,"공구 > 가정용 공구 > 공구세트"
상품구분(해외통관),ASABAB00,"공구 > 가정용 공구 > 철물"
상품구분(해외통관),ASABAC00,"공구 > 가정용 공구 > 드라이버"
상품구분(해외통관),ASABAD00,"공구 > 가정용 공구 > 망치/도끼"
상품구분(해외통관),ASABAE00,"공구 > 가정용 공구 > 못/나사"
상품구분(해외통관),ASABAF00,"공구 > 가정용 공구 > 스패너"
상품구분(해외통관),ASABAG00,"공구 > 가정용 공구 > 드릴"
상품구분(해외통관),ASABAH00,"공구 > 가정용 공구 > 스위치"
상품구분(해외통관),ASABAI00,"공구 > 가정용 공구 > 콘센트"
상품구분(해외통관),ASABAJ00,"공구 > 가정용 공구 > 멀티탭"
상품구분(해외통관),ASABAK00,"공구 > 가정용 공구 > 배터리"
상품구분(해외통관),ASABAL00,"공구 > 가정용 공구 > 자석"
상품구분(해외통관),ASABAM00,"공구 > 가정용 공구 > 전선/케이블"
상품구분(해외통관),ASABAN00,"공구 > 가정용 공구 > 기타용품"
상품구분(해외통관),ASACAA00,"공구 > 안전용품 > 소화기"
상품구분(해외통관),ASACAB00,"공구 > 안전용품 > 사다리"
상품구분(해외통관),ASACAC00,"공구 > 안전용품 > 목장갑"
상품구분(해외통관),ASACAD00,"공구 > 안전용품 > 마스크"
상품구분(해외통관),ASACAE00,"공구 > 안전용품 > 헬멧"
상품구분(해외통관),ASACAF00,"공구 > 안전용품 > 기타용품"
자체분류,C000000A,"기본 자체분류"
